Character_ID,Display_Name,Alias_Nickname,Tier,Canonicity,Gender,Era,Faction,Voice_Tone,Emoji_Level,Verbosity,Posting_Frequency,Bio_About,Work_Title,Current_City,Hometown,Relationship_Status,Spouse_ID,Family_Links,Birth_AM,Death_AM,Active_From_AM,Active_To_AM,First_Mention_Ref,Portrait_Tier,Profile_Pic_Ref,Cover_Photo_Ref,Personality
CHAR_690,Shelomi,,NPC,Fictional,Male,Exodus,Israelites,Amazed,0,Terse,Rare,"A Hebrew shepherd, slave to an Egyptian lord. My flocks were small and my hopes smaller, until now. They say we leave at dawn with all our herds. I never thought I would live to see freedom.",Shepherd,Goshen,,Married,,,,,,,(fictional),Archetype,shelomi_pic.png,wilderness_cover.png,Amazed
CHAR_691,Beria,,NPC,Fictional,Female,Exodus,Israelites,Astonished,1,Terse,Rare,"A weaver of Israel. As we left, the Egyptian women pressed gold and silver and fine cloth into our hands, glad to be rid of us. I have never held such wealth. Part of me is thrilled; part of me wonders what good gold is in a desert. 💰",Weaver,,,Married,,,,,,,(fictional),Archetype,beria_pic.png,wilderness_cover.png,Astonished
CHAR_692,Ravsa,,Supporting,Fictional,Male,Wilderness,Israelites,Grumbling,2,Medium,Every2-3d,"Out of Egypt, into the desert. Now let me tell you about the FOOD situation. Manna for breakfast. Manna for lunch. Manna, somehow, for dinner. 🙄 Day after day after day. I'm not saying I want to go back to slavery, but I AM saying I miss seasoning. #wildernessproblems",Complainer-at-large,,,Married,,,,,,,(fictional),Unique,ravsa_pic.png,wilderness_cover.png,Grumbling
CHAR_693,Nima,,Supporting,Fictional,Female,Wilderness,Israelites,Joyful,1,Medium,Every2-3d,"I was at the sea when the waters crashed down on Pharaoh's army, and when Miriam took up her tambourine, I sang and danced with all the women of Israel. 'Sing to the LORD, for He has triumphed gloriously!' I will never forget that song as long as I live. 🥁",Singer,,,Single,,,,,,,(fictional),Unique,nima_pic.png,wilderness_cover.png,Joyful
CHAR_694,Eshek,,NPC,Fictional,Male,Wilderness,Israelites,Reverent,0,Terse,Rare,"A craftsman among the people. They've called for gold, blue and purple yarn, acacia wood, fine linen, we are building a dwelling for God Himself, to His exact design, under Bezalel. The honor of it humbles me. I measure twice and cut once.",Craftsman,,,Married,,,,,,,(fictional),Archetype,eshek_pic.png,wilderness_cover.png,Reverent
CHAR_695,Gader,,NPC,Fictional,Male,Wilderness,Israelites,Ashamed,0,Terse,Rare,"I'll be honest about something I'm not proud of. When Moses was up the mountain so long, I was in the crowd that gave Aaron our gold for the calf. I danced before it. Then Moses came down... I have never been so ashamed. The LORD was merciful. I won't forget it.",Herdsman,,,Married,,,,,,,(fictional),Archetype,gader_pic.png,wilderness_cover.png,Ashamed
CHAR_696,Achina,,NPC,Fictional,Female,Wilderness,Israelites,Settled,0,Terse,Rare,"Mother of three, all born in the wilderness, they've never seen Egypt, never made a brick. They know only manna, the cloud by day, the fire by night, and the tabernacle in the middle of the camp. Maybe that's the better inheritance.",Mother,,,Married,,,,,,,(fictional),Archetype,achina_pic.png,wilderness_cover.png,Settled
CHAR_697,Yarek,,NPC,Fictional,Male,Wilderness,Israelites,Practical,0,Terse,Rare,"Forager and fixer. Out before the sun every morning to gather the manna before it melts, double on the sixth day, none on the Sabbath, that's the rhythm. I've got the timing down to an art by now. Ask me for tips.",Forager,,,Married,,,,,,,(fictional),Archetype,yarek_pic.png,wilderness_cover.png,Practical
CHAR_698,Hagis,,NPC,Fictional,Female,Wilderness,Israelites,Nostalgic,1,Terse,Rare,"I'll say what half the camp is thinking: I MISS the food in Egypt. The fish we ate for free, the cucumbers, the melons, the leeks and onions and garlic. 😩 Now there's nothing for our eyes to look at but this manna. (Yes, yes, I know how that sounds.)",Cook,,,Married,,,,,,,(fictional),Archetype,hagis_pic.png,wilderness_cover.png,Nostalgic
CHAR_699,Eldan,,NPC,Fictional,Male,Wilderness,House of Levi,Dutiful,0,Terse,Rare,"A Levite, assigned to the service of the camp. We take down and carry the tabernacle when the cloud lifts, and pitch it again when the cloud settles. Holy work, heavy work. When the silver trumpets sound, we move.",Levite Porter,,,Married,,,,,,,(fictional),Archetype,eldan_pic.png,tabernacle_cover.png,Dutiful
CHAR_700,Tamla,,NPC,Fictional,Female,Wilderness,Israelites,Wry,2,Terse,Rare,"Sandal-mender by trade, though honestly? Forty years out here and our sandals haven't worn out and our clothes haven't frayed. Worst possible market for a cobbler. 😅 The LORD provides, I suppose, even when it's terrible for business.",Cobbler,,,Married,,,,,,,(fictional),Archetype,tamla_pic.png,wilderness_cover.png,Wry
CHAR_701,Saven,,NPC,Fictional,Male,Wilderness,Israelites,Restless,0,Terse,Rare,"Young, and DONE wandering in circles. We were meant to be in the promised land by now, milk and honey, they said. Instead, sand. My parents' generation lost their nerve at the border. I swear I won't lose mine.",Youth,,,Single,,,,,,,(fictional),Archetype,saven_pic.png,wilderness_cover.png,Restless
CHAR_702,Adva,,NPC,Fictional,Female,Wilderness,Israelites,Radiant,1,Terse,Rare,"Married my love last new moon, right here in the wilderness, under the stars and the cloud of glory. No fine house, no dowry of fields, just a tent, a future, and a God who feeds us bread from heaven. It is enough for me. 💍",Bride,,,Married,,,,,,,(fictional),Archetype,adva_pic.png,wilderness_cover.png,Radiant
CHAR_703,Hevel,,NPC,Fictional,Male,Wilderness,Israelites,Loud,0,Terse,Rare,"I make and mend the shofars and serve as a camp crier. When the silver trumpets call the assembly, gather, or break camp, that's me passing the word, tent to tent. A loud voice is a calling, my mother always said.",Camp Crier,,,Married,,,,,,,(fictional),Archetype,hevel_pic.png,wilderness_cover.png,Loud
CHAR_704,Penu,,NPC,Fictional,Male,Wilderness,Israelites,Eager,0,Terse,Rare,"Young, fit, and hoping to be chosen as a scout when it's time to spy out the land. I want to be the one who climbs the hill and sees Canaan first. Caleb and Joshua are my heroes, men who believed when everyone else trembled.",Youth,,,Single,,,,,,,(fictional),Archetype,penu_pic.png,wilderness_cover.png,Eager
CHAR_705,Karit,,NPC,Fictional,Female,Wilderness,Israelites,Anxious,0,Terse,Rare,"I keep the water skins for my family. There have been stretches, Marah, Rephidim, with no water at all, and the whole camp turned on Moses. Then water came from a rock. I never let our skins run dry now if I can help it. The desert teaches you fast.",Water-keeper,,,Married,,,,,,,(fictional),Archetype,karit_pic.png,wilderness_cover.png,Anxious
CHAR_706,Doram,,NPC,Fictional,Male,Wilderness,Israelites,Resourceful,0,Terse,Rare,"Herdsman, I brought my cattle out of Egypt and kept them alive across this whole wilderness, which is no small thing. Good grazing is scarce; I know every green patch within a day's walk of the cloud. Trade you milk for grain.",Herdsman,,,Married,,,,,,,(fictional),Archetype,doram_pic.png,wilderness_cover.png,Resourceful
CHAR_707,Yishma,,NPC,Fictional,Male,Wilderness,House of Levi,Aspiring,1,Terse,Rare,"A young Levite, learning the music of the sanctuary, the cymbals, the harp, the songs. One day, they say, there will be a temple and a great choir. For now I practice in the shadow of the tabernacle and I dream.",Levite Musician,,,Single,,,,,,,(fictional),Archetype,yishma_pic.png,tabernacle_cover.png,Aspiring
CHAR_708,Sefina,,NPC,Fictional,Female,Wilderness,Israelites,Gossipy,2,Terse,Rare,"Did you HEAR?? 👀 They say the ground opened up and swallowed Korah and his whole rebellious lot, tents and all. And before that, Moses' own sister struck with leprosy for speaking against him! I don't start the rumors, I just... keep everyone informed. 💁",Camp Gossip,,,Married,,,,,,,(fictional),Archetype,sefina_pic.png,wilderness_cover.png,Gossipy
CHAR_709,Tevan the Old,,NPC,Fictional,Male,Wilderness,Israelites,Resigned,0,Terse,Rare,"An old man, and I'll speak plainly: I do not believe my generation will ever see this promised land. We doubted at the border, and the LORD swore we would wander until we are all in the ground. Forty years. I've made my peace. May my grandchildren cross over.",Elder,,,Married,,,,,,,(fictional),Archetype,tevan_the_old_pic.png,wilderness_cover.png,Resigned
CHAR_710,Othni,,Supporting,Fictional,Male,Conquest,Israelites,Eager,1,Medium,Every2-3d,"A young man of Israel, sword newly in hand. My father wandered forty years and died in the desert; I get to cross the Jordan and take the land. We marched around Jericho in silence, seven days, no one understood why. On the seventh, we shouted. ⚔️",Warrior,,,Married,CHAR_711,"CHAR_711, CHAR_712",,,,,(fictional),Unique,othni_pic.png,canaan_cover.png,Eager
CHAR_711,Bashel,,Supporting,Fictional,Female,Conquest,Israelites,Nesting,1,Medium,Every2-3d,"Wife of Othni. While the men take the towns, we women begin to build a real life in this land, a real house, a real field, after a lifetime of tents. I plant my first fig tree this week and I could honestly weep. 🌱",Homemaker,,,Married,CHAR_710,"CHAR_710, CHAR_712",,,,,(fictional),Unique,bashel_pic.png,canaan_cover.png,Nesting
CHAR_712,Zimrah,,NPC,Fictional,Male,Conquest,Israelites,Awestruck,2,Terse,Rare,Othni and Bashel's boy. We crossed a RIVER that stood up in a heap so we could walk over on DRY GROUND! And then the walls of a whole city fell DOWN flat! Best year of my whole life. 🏞️,,,,Single,,"CHAR_710, CHAR_711",,,,,(fictional),Archetype,zimrah_pic.png,canaan_cover.png,Awestruck
CHAR_713,Nadiv the Elder,,Supporting,Fictional,Male,Conquest,Israelites,Fulfilled,0,Medium,Every2-3d,"An old man of Israel, one of the few who left Egypt as a child and lived to cross over. We carried Joseph's bones the whole way, four hundred years of a promise kept, and today we buried him at Shechem among his own people. Joseph, you're home. We made it.",Elder,,,Widowed,,,,,,,(fictional),Unique,nadiv_the_elder_pic.png,canaan_cover.png,Fulfilled
CHAR_714,Hela,,Supporting,Fictional,Female,Conquest,Canaanites,Grateful,0,Medium,Every2-3d,"A woman of Jericho. When the walls fell, my whole city perished, but I was in the house of Rahab, under the scarlet cord, and we were spared. I serve the God of Israel now. I don't understand all His ways, but I am alive, and grateful.",Survivor of Jericho,,,Single,,,,,,,(fictional),Unique,hela_pic.png,valley_cover.png,Grateful
CHAR_715,Resed,,Supporting,Fictional,Male,Conquest,Gibeonites,Sheepish,1,Medium,Every2-3d,"A man of Gibeon. I'll confess it, when Israel was winning every battle, we put on moldy bread and worn-out sandals and tricked Joshua into a treaty, pretending we'd come from far away. It worked! Mostly. Now we chop their wood and carry their water forever. Could be worse, we're alive. 😅",Woodcutter,Gibeon,,Married,,,,,,,(fictional),Unique,resed_pic.png,gibeon_cover.png,Sheepish
CHAR_716,Talia,,NPC,Fictional,Female,Conquest,Gibeonites,Resigned,0,Terse,Rare,"A woman of Gibeon. My people made a deal, our lives for our labor. So I draw water for the house of the LORD now, day in and day out. Honest work for a second chance. I'll take it.",Water-drawer,Gibeon,,Married,,,,,,,(fictional),Archetype,talia_pic.png,gibeon_cover.png,Resigned
CHAR_717,Mavor,,NPC,Fictional,Male,Conquest,Israelites,Bold,0,Terse,Rare,"A scout for Joshua. I was one of the two who slipped into Jericho before it fell, hid on Rahab's roof under the drying flax. I've seen the inside of these cities. Send me ahead; I'll bring back the truth.",Scout,,,Married,,,,,,,(fictional),Archetype,mavor_pic.png,canaan_cover.png,Bold
CHAR_718,Selen,,NPC,Fictional,Female,Conquest,Israelites,Astonished,1,Terse,Rare,"Did you SEE it?? ☀️ The sun STOPPED in the sky over Gibeon, just hung there while we finished the battle. A whole extra day of daylight! I keep telling people and they keep saying I exaggerate. I do NOT exaggerate.",Town Crier,,,Married,,,,,,,(fictional),Archetype,selen_pic.png,canaan_cover.png,Astonished
CHAR_719,Achman,,NPC,Fictional,Male,Conquest,Israelites,Sobered,0,Terse,Rare,"I knew Achan. Worked beside him. When Israel lost at Ai and we found he'd hidden plunder from Jericho under his tent, gold, silver, a fine robe, and it cost good men their lives... I'll never forget that valley where it ended. One man's sin, all our trouble.",Soldier,,,Married,,,,,,,(fictional),Archetype,achman_pic.png,canaan_cover.png,Sobered
CHAR_720,Yiron,,NPC,Fictional,Male,Conquest,Israelites,Proud,0,Terse,Rare,"A stonemason. After a lifetime making bricks for OTHER people's cities, I finally build in a land that's ours. New walls, a new well, a threshing floor. My hands know this work. It still feels like a dream.",Stonemason,,,Married,,,,,,,(fictional),Archetype,yiron_pic.png,canaan_cover.png,Proud
CHAR_721,Doreth,,NPC,Fictional,Female,Conquest,Canaanites,Fearful,0,Terse,Rare,"A woman of Canaan. These Hebrews and their God sweep through the land like a flood, city after city. Some of us fight, some flee, some make terms. I keep my children close and my head down, and pray to whatever gods will still listen.",Mother,,,Married,,,,,,,(fictional),Archetype,doreth_pic.png,valley_cover.png,Fearful
CHAR_722,Keved,,NPC,Fictional,Male,Conquest,Canaanites,Bitter,0,Terse,Rare,"An old farmer of Canaan. My fathers worked this valley for generations, and now strangers divide it by lot among their tribes. I am too old to fight and too rooted to run. History never asks the likes of me what we want.",Farmer,,,Married,,,,,,,(fictional),Archetype,keved_pic.png,valley_cover.png,Bitter
CHAR_723,Lemia,,NPC,Fictional,Female,Conquest,Israelites,Overwhelmed,1,Terse,Rare,"Newly married, settling our first home in the hills of Canaan. A real house with a roof, not a tent that flaps all night! I'm learning to grind grain and keep a hearth. Tired, happy, a little overwhelmed. 🏡",Homemaker,,,Married,,,,,,,(fictional),Archetype,lemia_pic.png,canaan_cover.png,Overwhelmed
CHAR_724,Hodar,,NPC,Fictional,Male,Conquest,Israelites,Stirred,0,Terse,Rare,"A trumpeter of Israel. Seven priests, seven rams' horns, seven times around the city on the seventh day, then every trumpet and every throat at once. I have never made a sound like that, and the walls came DOWN. My ears still ring. 📯",Trumpeter,,,Married,,,,,,,(fictional),Archetype,hodar_pic.png,canaan_cover.png,Stirred
CHAR_725,Ravan,,Supporting,Fictional,Male,Judges,Israelites,Beleaguered,0,Medium,Every2-3d,"A farmer in the hill country, when I can farm. The Midianites swarm in at harvest like locusts and strip us bare, so I thresh my little wheat hidden in a winepress, like a thief in my own field. How long, O LORD? (They say a man named Gideon is asking the same.) 🌾",Farmer,,,Married,CHAR_726,"CHAR_726, CHAR_727",,,,,(fictional),Unique,ravan_pic.png,canaan_cover.png,Beleaguered
CHAR_726,Riba,,Supporting,Fictional,Female,Judges,Israelites,Steadfast,0,Medium,Every2-3d,"Wife of Ravan. We hide our grain, our goats, and ourselves when the raiders come. I've buried our few valuables three times this year. But there's talk of a deliverer rising up. I light the lamp each night and I hope.",Homemaker,,,Married,CHAR_725,"CHAR_725, CHAR_727",,,,,(fictional),Unique,riba_pic.png,canaan_cover.png,Steadfast
CHAR_727,Yedid,,NPC,Fictional,Male,Judges,Israelites,Exhilarated,1,Terse,Rare,"Son of Ravan. They called for fighters, and after a strange test with torches and clay jars and just three hundred men, somehow I'm one of them! We smashed the jars, blew the horns, and the whole Midianite camp turned on itself in the dark. I'll be telling this story till I'm old. 🔥",Warrior,,,Single,,,,,,,(fictional),Archetype,yedid_pic.png,canaan_cover.png,Exhilarated
CHAR_728,Senna,,Supporting,Fictional,Female,Judges,Israelites,Emboldened,1,Medium,Every2-3d,"A woman of Israel in the days of Deborah. A PROPHETESS judges us under her palm tree, and a woman drove the tent peg that ended the great Sisera! Let no one tell my daughters what they cannot be. 🌴",Weaver,,,Married,,,,,,,(fictional),Unique,senna_pic.png,canaan_cover.png,Emboldened
CHAR_729,Galed the Elder,,Supporting,Fictional,Male,Judges,Israelites,Grieved,0,Medium,Every2-3d,"An old man who remembers when we feared the LORD. Now every generation forgets faster than the last, they chase the Baals, get conquered, cry out, get rescued, and forget again. Round and round. 'Everyone does what is right in his own eyes.' It grieves me to my bones.",Elder,,,Widowed,,,,,,,(fictional),Unique,galed_the_elder_pic.png,canaan_cover.png,Grieved
CHAR_730,Pildan,,Supporting,Fictional,Male,Judges,Philistines,Exasperated,1,Medium,Every2-3d,"A Philistine farmer near Timnah. My neighbor is that Israelite strongman, Samson, and let me tell you, life near that man is NEVER dull. Foxes with torches in my grain, a thousand of our soldiers down with the jawbone of a donkey... I just want a quiet harvest. Is that too much to ask?? 🦊",Farmer,Timnah,,Married,,,,,,,(fictional),Unique,pildan_pic.png,philistine_coast_cover.png,Exasperated
CHAR_731,Delith,,NPC,Fictional,Female,Judges,Philistines,Gossipy,1,Terse,Rare,"A woman of the Sorek valley. Everyone's talking about Samson and which of OUR girls has caught his eye now. The man cannot resist a Philistine woman, and it never ends well, for anyone. I just listen at the well and keep my opinions to myself. (Mostly.)",Villager,,,Married,,,,,,,(fictional),Archetype,delith_pic.png,philistine_coast_cover.png,Gossipy
CHAR_732,Ravid,,Supporting,Fictional,Male,Judges,Israelites,Cynical,1,Medium,Every2-3d,"Oppressed by foreigners AGAIN? Must be a day ending in 'day.' 🙄 Honestly, at this point I've lived under Moab, under Canaan, under Midian, I've lost track. Wake me when the next judge shows up. I'll be in the cave with everyone else.",Skeptic-at-large,,,Married,,,,,,,(fictional),Unique,ravid_pic.png,canaan_cover.png,Cynical
CHAR_733,Bekah,,NPC,Fictional,Female,Judges,Israelites,Chatty,2,Terse,Rare,"I just keep the town informed, that's all 💁 Did you hear Ehud got the fat king of Moab ALONE and, well. Did you hear Jael invited Sisera in for warm milk and a nap? These judges, I tell you, you could not make it up.",Town Gossip,,,Married,,,,,,,(fictional),Archetype,bekah_pic.png,canaan_cover.png,Chatty
CHAR_734,Noya,,NPC,Fictional,Female,Judges,Israelites,Protective,0,Terse,Rare,"A young mother in the hill country, raising little ones in unsettled times. Raiders one season, peace the next, you never know. I teach them the old stories of the Exodus and pray the LORD raises up someone to save us before they're grown.",Mother,,,Married,,,,,,,(fictional),Archetype,noya_pic.png,canaan_cover.png,Protective
CHAR_735,Ravsem,,NPC,Fictional,Male,Judges,Midianites,Predatory,0,Terse,Rare,"A son of Midian, and the eastern desert is ours to roam. When the crops ripen in the lands to the west, we sweep in on our camels and take what we please, they cannot stand against us. (Though lately there's a new boldness in those hill-farmers. We shall see.)",Camel-raider,,,Married,,,,,,,(fictional),Archetype,ravsem_pic.png,midian_desert_cover.png,Predatory
CHAR_736,Doveh,,NPC,Fictional,Female,Judges,Israelites,Steady,0,Terse,Rare,"A weaver in Ephraim. Good wool, fair prices. In peaceful years the trade is steady; in the bad years, nobody buys anything but bread and blades. I've learned to save in the fat times. The cycle always turns.",Weaver,,,Married,,,,,,,(fictional),Archetype,doveh_pic.png,canaan_cover.png,Steady
CHAR_737,Yanai,,NPC,Fictional,Male,Judges,Israelites,Compromised,0,Terse,Rare,"Craftsman, and business is BOOMING, because everyone wants a household god these days. Carved or cast, you name it. A little silver one for the shelf, a bigger one for the courtyard. The old folks scowl, but a man's got to eat. (Is it wrong? I try not to think about it.)",Idol-maker,,,Married,,,,,,,(fictional),Archetype,yanai_pic.png,canaan_cover.png,Compromised
CHAR_738,Penir,,NPC,Fictional,Male,Judges,Israelites,Restless,0,Terse,Rare,"Young and restless. I want to follow a real deliverer, a Gideon, an Ehud, a Jephthah, and DO something, instead of hiding in caves while my people suffer. When the next one rises and blows the horn, I'm there.",Youth,,,Single,,,,,,,(fictional),Archetype,penir_pic.png,canaan_cover.png,Restless
CHAR_739,Yardena,,NPC,Fictional,Female,Judges,Israelites,Grounded,0,Terse,Rare,"A vinedresser. My vines don't care who's oppressing us this decade, they need pruning either way. Some years the raiders take the harvest; some years we drink the wine ourselves. I tend the rows and take what the season gives.",Vinedresser,,,Married,,,,,,,(fictional),Archetype,yardena_pic.png,canaan_cover.png,Grounded
CHAR_740,Tavor,,NPC,Fictional,Male,Judges,Israelites,Searching,0,Terse,Rare,"A man of Dan. Our tribe never really got our allotment settled, the Amorites pushed us back into the hills. Now some of us are scouting north, looking for easier land to take. Maybe a quiet town that won't see us coming. A fresh start, if you can call it that.",Scout,,,Married,,,,,,,(fictional),Archetype,tavor_pic.png,canaan_cover.png,Searching
CHAR_741,Kelan,,NPC,Fictional,Male,Judges,House of Levi,Adrift,0,Terse,Rare,"A Levite, and these are hard days for a man of my calling, no temple, no settled place, the people barely remember the LORD. I wander town to town looking for a household that'll take me in as their priest. It's not what Moses intended. But a man has to live.",Wandering Levite,,,Single,,,,,,,(fictional),Archetype,kelan_pic.png,tabernacle_cover.png,Adrift
CHAR_742,Hadlai,,Supporting,Fictional,Male,Monarchy,Royal Court,Harried,1,Medium,Every2-3d,"Steward in the palace, first King Saul's, now King David's. Do you have ANY idea how hard it is to run a royal household when the king keeps weeping, dancing in the streets, or hiding from his own son? I keep the lamps lit, the bread baked, and my opinions to myself. 🕯️",Palace Steward,Jerusalem,,Married,,,,,,,(fictional),Unique,hadlai_pic.png,palace_cover.png,Harried
CHAR_743,Tiriah,,Supporting,Fictional,Female,Monarchy,Royal Court,Knowing,2,Medium,Every2-3d,"Servant girl in the palace, and let me tell you, the things I see 👀 The king has HOW many wives now? And the sons don't get along AT ALL. I don't gossip... but if I did, I'd have material for a lifetime. Pour the wine, keep your ears open.",Palace Servant,Jerusalem,,Single,,,,,,,(fictional),Unique,tiriah_pic.png,palace_cover.png,Knowing
CHAR_744,Beled,,Supporting,Fictional,Male,Monarchy,Israelites,Battle-worn,0,Medium,Every2-3d,"A soldier in King David's army. We've fought Philistines, Ammonites, Arameans, I've lost count of the campaigns and the friends. The king fights alongside us, mostly, and he never forgets a man who stood his ground. Home feels very far away tonight. 🛡️",Soldier,,,Married,CHAR_745,"CHAR_745, CHAR_746",,,,,(fictional),Unique,beled_pic.png,jerusalem_cover.png,Battle-worn
CHAR_745,Tamah,,Supporting,Fictional,Female,Monarchy,Israelites,Anxious,1,Medium,Every2-3d,"Wife of Beled, off at the wars again. I run the farm, raise our boy, and listen for news from the front with my heart in my throat. They say King David's men always come home victorious. I just want MY man to come home. 🤍",Farmer's Wife,,,Married,CHAR_744,"CHAR_744, CHAR_746",,,,,(fictional),Unique,tamah_pic.png,jerusalem_cover.png,Anxious
CHAR_746,Yagil,,NPC,Fictional,Male,Monarchy,Israelites,Proud,2,Terse,Rare,My abba is a SOLDIER for KING DAVID! When he comes home he tells me about the battles and lets me hold his shield (it's SO heavy). I'm going to be a mighty man too one day. 🛡️,,,,Single,,"CHAR_744, CHAR_745",,,,,(fictional),Archetype,yagil_pic.png,jerusalem_cover.png,Proud
CHAR_747,Shamai the Shepherd,,Supporting,Fictional,Male,Monarchy,Israelites,Vindicated,0,Medium,Every2-3d,"An old shepherd of Bethlehem. I taught a ruddy little boy named David how to work a sling and find the still waters, youngest of Jesse's eight, always singing to that harp. Now they tell me that boy is KING over all Israel. I always knew there was something in him. The LORD looks at the heart.",Shepherd,Bethlehem,,Widowed,,,,,,,(fictional),Unique,shamai_the_shepherd_pic.png,jerusalem_cover.png,Vindicated
CHAR_748,Adi,,NPC,Fictional,Female,Monarchy,Israelites,Amazed,0,Terse,Rare,"A woman of Bethlehem. I remember when David was just Jesse's youngest, running in from the fields all dusty. We're famous now, 'the city of David,' they call us! Hard to believe the boy from down the lane wears the crown.",,Bethlehem,,Married,,,,,,,(fictional),Archetype,adi_pic.png,jerusalem_cover.png,Amazed
CHAR_749,Navon,,NPC,Fictional,Male,Monarchy,Israelites,Convinced,0,Terse,Rare,"A foot soldier, and I was THERE, in the ranks at the valley of Elah, the day the giant came out roaring for forty days and not one of us dared face him. Then a shepherd boy with a sling... I saw it with my own eyes. One stone. I have never doubted that God since.",Soldier,,,Married,,,,,,,(fictional),Archetype,navon_pic.png,jerusalem_cover.png,Convinced
CHAR_750,Yebus,,Supporting,Fictional,Male,Monarchy,Jebusites,Displaced,0,Medium,Every2-3d,"A Jebusite, Jerusalem was OUR city on these hills, before David's men came up through the water shaft and took it. He didn't drive us out, though, so I stayed. It's the City of David now, and somehow still home too. Strange days.",Tradesman,Jerusalem,,Married,,,,,,,(fictional),Unique,yebus_pic.png,jerusalem_cover.png,Displaced
CHAR_751,Balzar,,Supporting,Fictional,Male,Monarchy,Tyre,Masterful,0,Medium,Every2-3d,"A craftsman of Tyre. King Hiram sent us south to build for King Solomon, and WHAT a thing we're building. Cedar from Lebanon, gold over everything, stone dressed so fine you hear no hammer at the site. A temple for their God. I've never worked on anything like it. 🌲",Temple Craftsman,Jerusalem,,Married,,,,,,,(fictional),Unique,balzar_pic.png,tyre_cover.png,Masterful
CHAR_752,Gathon,,NPC,Fictional,Male,Monarchy,Philistines,Grudging,0,Terse,Rare,"A man of Gath, of the Philistines. I'll say it quietly: that David is the finest warrior of the age, and he lived among us once, in exile from his own mad king. Half of me wants to fight him, half of me wishes he were ours. He's something else.",Soldier,Gath,,Married,,,,,,,(fictional),Archetype,gathon_pic.png,philistine_coast_cover.png,Grudging
CHAR_753,Yola,,Supporting,Fictional,Female,Monarchy,House of Saul,Resentful,0,Medium,Every2-3d,"A woman of Gibeah, loyal to the house of Saul, and I'll not pretend to love this David who sits where my king sat. Saul had his faults, but he was OURS, and his blood deserved better than it got. The north remembers. Not everyone is celebrating.",,Gibeah,,Widowed,,,,,,,(fictional),Unique,yola_pic.png,gibeah_cover.png,Resentful
CHAR_754,Doreg,,NPC,Fictional,Male,Monarchy,Israelites,Practical,0,Terse,Rare,"A shepherd supplying the palace kitchens, the royal household eats a STAGGERING amount of mutton, let me tell you. Steady customer, the crown, I'll give it that. Solomon's table alone could feed a whole town.",Shepherd,,,Married,,,,,,,(fictional),Archetype,doreg_pic.png,jerusalem_cover.png,Practical
CHAR_755,Marna,,NPC,Fictional,Female,Monarchy,Israelites,Warm,0,Terse,Rare,"A midwife in Jerusalem. The city grows so fast under the kings, new babies every week, new houses climbing the hillsides. I bless each little one and pray they grow up in peace, not war, for once. 🤍",Midwife,Jerusalem,,Married,,,,,,,(fictional),Archetype,marna_pic.png,jerusalem_cover.png,Warm
CHAR_756,Ravni,,NPC,Fictional,Male,Monarchy,Israelites,Artistic,1,Terse,Rare,"A young harpist. I learned to play listening to the king's own psalms drift from the palace, 'The LORD is my shepherd'... can you imagine writing something like that? I want to play in the house of God when it's finished. 🎵",Harpist,Jerusalem,,Single,,,,,,,(fictional),Archetype,ravni_pic.png,jerusalem_cover.png,Artistic
CHAR_757,Nivya,,NPC,Fictional,Female,Monarchy,Israelites,Industrious,0,Terse,Rare,"A weaver, I make fine linen and dyed cloth for the palace and the nobles. Business has never been better; under Solomon, they say silver's as common as stones in Jerusalem, and everyone wants finery. I'm not complaining.",Weaver,Jerusalem,,Married,,,,,,,(fictional),Archetype,nivya_pic.png,jerusalem_cover.png,Industrious
CHAR_758,Bina,,NPC,Fictional,Female,Monarchy,Israelites,Content,1,Terse,Rare,"I sell wine in the lower market. These are fat years, peace on every side, trade flowing in, gold pouring through the gates. Even ordinary folk drink well now. 'Every man under his vine and fig tree,' they say. Long may it last. 🍷",Wine-seller,Jerusalem,,Married,,,,,,,(fictional),Archetype,bina_pic.png,jerusalem_cover.png,Content
CHAR_759,Adram,,NPC,Fictional,Male,Monarchy,Israelites,Weary,0,Terse,Rare,"Conscripted onto the king's building crews. Glory and gold for Solomon, sweat and sunburn for the likes of me. We haul stone and timber month after month and my back is wrecked. The temple's a wonder, sure. I just wish wonders weren't built on tired men. 😔",Conscript Laborer,,,Married,,,,,,,(fictional),Archetype,adram_pic.png,jerusalem_cover.png,Weary
CHAR_760,Maziah,,NPC,Fictional,Male,Monarchy,Royal Court,Meticulous,0,Terse,Rare,"A scribe in Solomon's administration. Twelve districts, monthly provisions, tribute, trade with Sheba and Egypt and Tyre, somebody has to write it all down, and that somebody is me. The kingdom runs on ink as much as on swords.",Royal Scribe,Jerusalem,,Married,,,,,,,(fictional),Archetype,maziah_pic.png,palace_cover.png,Meticulous
CHAR_761,Yannor,,Supporting,Fictional,Male,Monarchy,Israelites,Cynical,0,Medium,Every2-3d,"Career soldier. Another season, another border, another campaign. Ammon, Aram, Edom, Philistia, I've bled in all of them. They sing about King David the giant-killer; nobody writes a song about the feet that march twenty miles a day. 🙄 Where's MY psalm?",Soldier,,,Married,,,,,,,(fictional),Unique,yannor_pic.png,jerusalem_cover.png,Cynical
